user_id,true_ideal_pmv,personalized_t_low,personalized_t_high,cost_personalized,cvi_personalized,carbon_personalized_kg,energy_personalized_kWh,cost_baseline,cvi_baseline,carbon_baseline_kg,energy_baseline_kWh,T_in_personalized,T_in_baseline
Class_I_268,-0.96,23.378582700860036,25.015539309507755,81.16763540370043,10.222358810708052,24.391959284967015,49.819592777556586,71.14825169589776,16.209232773984976,21.96316088712868,44.85365066840825,"[29.0, 28.287963478940284, 27.63503601457122, 26.989564109471686, 26.375569295877504, 25.791516267702253, 25.235945501191633, 24.910999582684305, 24.572096008781735, 24.24600018545901, 24.047820996435057, 24.195206762093232, 24.42076583614609, 24.686020651473555, 25.01553905236407, 24.780687461200387, 24.668480566849688, 24.59230450936837, 24.564091236564195, 24.692813640732634, 24.664406795031883, 24.515802786757686, 24.655201047839505, 24.468441772600315, 24.580886573538017]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1734,-0.22,24.744068372190135,26.095920212881847,63.76104645890363,4.904350320399281,19.594921598952343,39.97796339853059,71.14825169589776,5.200716182801724,21.96316088712868,44.85365066840825,"[29.0, 28.28795019171517, 27.635012554029455, 26.98953354702808, 26.375534879153964, 26.09549194309048, 25.575970905940498, 25.752925482847843, 25.66752269530702, 25.29788835249766, 24.930101418640433, 25.12270904927115, 25.412636479481222, 25.690276696198346, 25.93460303885649, 25.67487584836893, 25.60858586654801, 25.67127143917864, 25.517413217165718, 25.661021363423465, 25.481072025454363, 25.77461856680672, 26.029463336931137, 25.969454564920575, 26.095919481747988]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1774,-0.16,24.744068372190135,26.095920212881847,63.76104645890363,4.904350320399281,19.594921598952343,39.97796339853059,71.14825169589776,5.200716182801724,21.96316088712868,44.85365066840825,"[29.0, 28.28795019171517, 27.635012554029455, 26.98953354702808, 26.375534879153964, 26.09549194309048, 25.575970905940498, 25.752925482847843, 25.66752269530702, 25.29788835249766, 24.930101418640433, 25.12270904927115, 25.412636479481222, 25.690276696198346, 25.93460303885649, 25.67487584836893, 25.60858586654801, 25.67127143917864, 25.517413217165718, 25.661021363423465, 25.481072025454363, 25.77461856680672, 26.029463336931137, 25.969454564920575, 26.095919481747988]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1775,-0.26,24.744068372190135,26.095920212881847,63.76104645890363,4.904350320399281,19.594921598952343,39.97796339853059,71.14825169589776,5.200716182801724,21.96316088712868,44.85365066840825,"[29.0, 28.28795019171517, 27.635012554029455, 26.98953354702808, 26.375534879153964, 26.09549194309048, 25.575970905940498, 25.752925482847843, 25.66752269530702, 25.29788835249766, 24.930101418640433, 25.12270904927115, 25.412636479481222, 25.690276696198346, 25.93460303885649, 25.67487584836893, 25.60858586654801, 25.67127143917864, 25.517413217165718, 25.661021363423465, 25.481072025454363, 25.77461856680672, 26.029463336931137, 25.969454564920575, 26.095919481747988]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1805,-1.32,21.01362326978927,22.82924576097757,110.37734809439054,29.471312589974822,31.59095323727059,64.43988938828014,71.14825169589776,67.42761202522534,21.96316088712868,44.85365066840825,"[29.0, 28.28795651783647, 27.63502473766831, 26.989551126585326, 26.375557246823053, 25.791507834644356, 25.235942383066053, 24.72697994310442, 24.27210181303101, 23.83940783549617, 23.53998837557424, 23.303941813591628, 23.128194426647088, 23.034191917633414, 22.920407271959274, 22.82922830751904, 22.79126168264266, 22.667354326991035, 22.525099093805903, 22.564455454010393, 22.677271544528953, 22.672771265731935, 22.431003016713237, 22.12951904617506, 22.266336187336787]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1953,-1.13,21.53229715462021,23.103931588830754,109.37108036653765,25.880432773618335,31.310096785503802,63.86656200863855,71.14825169589776,60.83515215674895,21.96316088712868,44.85365066840825,"[29.0, 28.287993718246163, 27.63509395193901, 26.989647272548265, 26.37567527957004, 25.791642720886777, 25.236089213193722, 24.727133798986454, 24.272257747262213, 23.839560968996896, 23.540133841245375, 23.304078002747943, 23.12830532396453, 23.10393126936339, 23.035614695191207, 22.90593975085332, 22.831359690306428, 22.67262989227733, 22.497256135317983, 22.45946870735357, 22.423523451920147, 22.41371577774582, 22.445289120962208, 22.3922040817535, 22.409078369436415]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1974,-0.23,24.744068372190135,26.095920212881847,63.76104645890363,4.904350320399281,19.594921598952343,39.97796339853059,71.14825169589776,5.200716182801724,21.96316088712868,44.85365066840825,"[29.0, 28.28795019171517, 27.635012554029455, 26.98953354702808, 26.375534879153964, 26.09549194309048, 25.575970905940498, 25.752925482847843, 25.66752269530702, 25.29788835249766, 24.930101418640433, 25.12270904927115, 25.412636479481222, 25.690276696198346, 25.93460303885649, 25.67487584836893, 25.60858586654801, 25.67127143917864, 25.517413217165718, 25.661021363423465, 25.481072025454363, 25.77461856680672, 26.029463336931137, 25.969454564920575, 26.095919481747988]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_1995,-2.47,18.936639525347026,20.754210206343004,124.54239394329619,69.69074000670327,35.240730970517205,71.81187189057748,71.14825169589776,117.22846533645496,21.96316088712868,44.85365066840825,"[29.0, 28.287949597710423, 27.63501159107465, 26.98953245903822, 26.375533715743984, 25.791480044516046, 25.235911006956368, 24.726945621287772, 24.272065115687024, 23.83936939412783, 23.539948815573513, 23.303901726450903, 23.12813736520902, 23.034100996266098, 22.920265547404743, 22.787596631146933, 22.710183686880022, 22.548922037293213, 22.371311121955156, 22.06110799375602, 21.766222862292842, 21.51030365171213, 21.24268958664179, 20.959084183867642, 20.728659915884208]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_4406,1.06,27.965399510350505,29.80774177780936,25.80048173584253,0.0,8.35380684813713,17.06737128753564,71.14825169589776,56.16262992558521,21.96316088712868,44.85365066840825,"[29.0, 29.019508229842383, 29.062450319822037, 29.078912811660675, 29.09416715358007, 28.83040519555838, 28.343197974816704, 28.41424704797342, 28.511093361250154, 28.603216425086405, 28.63128937242071, 28.87849330575518, 29.162411537506426, 29.50563877694936, 29.807741338647993, 29.347531650141534, 28.955629348495204, 28.655388766500067, 28.90455568470458, 29.00675170988824, 29.103963576109948, 29.220816895302246, 29.303531792139406, 28.860322444334507, 28.261705119235984]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
Class_I_4431,0.83,27.43403215975066,29.021488383825012,30.168382808629644,0.0,8.939543283841143,18.257524750884414,71.14825169589776,44.14216310982205,21.96316088712868,44.85365066840825,"[29.0, 28.827743113238494, 28.617774825426793, 28.346938812120808, 28.075970788722564, 27.816905080942224, 27.569093891238513, 27.51820119303317, 27.508250787563156, 27.49878566909421, 27.60195449354839, 27.748862290558762, 27.937375885264085, 28.189851426713577, 28.405628302957542, 28.58649632901853, 28.80731389285888, 28.92957502113144, 29.021488116002633, 28.967483887456634, 28.916113476150827, 28.89163371718186, 28.843962562396634, 28.769354011966414, 28.698384163477233]","[29.0, 28.287951476210655, 27.635014407783906, 26.989535276158293, 26.375536431406697, 25.79697557156664, 25.972695469415886, 25.534905546791173, 25.141254541117057, 24.746596931706637, 24.447708929420575, 24.793857704029424, 25.137928643365825, 25.502668179838913, 25.999997745699332, 25.71773124731779, 25.49742773837259, 25.200054523818245, 24.892797493678255, 25.181398477010216, 25.404990600614365, 25.494090930848586, 25.43339642765509, 24.94406957521984, 25.20092641964106]"
